0.5,0.6268656716417911,0.21428571428571427,0.5555555555555556,0.14285714285714285,1.0
0.5,0.6268656716417911,0.21428571428571427,0.5555555555555556,0.14285714285714285,1.0
0.5,0.6268656716417911,0.21428571428571427,0.5555555555555556,0.14285714285714285,1.0
0.5,0.4925373134328358,0.0,0.5555555555555556,0.37755102040816324,1.0
0.5,0.4925373134328358,0.0,0.5555555555555556,0.37755102040816324,1.0
0.5,0.4925373134328358,0.0,0.5555555555555556,0.37755102040816324,1.0
0.0,0.41044776119402987,0.14285714285714285,0.4444444444444444,0.0,1.0
0.0,0.41044776119402987,0.14285714285714285,0.4444444444444444,0.0,1.0
0.0,0.41044776119402987,0.14285714285714285,0.4444444444444444,0.0,1.0
0.0,0.40298507462686567,0.07142857142857142,0.4444444444444444,0.0,1.0
0.0,0.40298507462686567,0.07142857142857142,0.4444444444444444,0.0,1.0
0.0,0.40298507462686567,0.07142857142857142,0.4444444444444444,0.0,1.0
0.85,0.9328358208955224,0.0,0.7777777777777778,0.15306122448979592,1.0
0.85,0.9328358208955224,0.0,0.7777777777777778,0.15306122448979592,1.0
0.85,0.9328358208955224,0.0,0.7777777777777778,0.15306122448979592,1.0
0.09999999999999998,0.35074626865671643,0.07142857142857142,0.3333333333333333,0.3469387755102041,1.0
0.09999999999999998,0.35074626865671643,0.07142857142857142,0.3333333333333333,0.3469387755102041,1.0
0.09999999999999998,0.35074626865671643,0.07142857142857142,0.3333333333333333,0.3469387755102041,1.0
0.35,0.21641791044776118,0.2857142857142857,0.4444444444444444,0.0,1.0
0.35,0.21641791044776118,0.2857142857142857,0.4444444444444444,0.0,1.0
0.35,0.21641791044776118,0.2857142857142857,0.4444444444444444,0.0,1.0
0.35,0.2537313432835821,0.21428571428571427,0.3333333333333333,0.0,1.0
0.35,0.2537313432835821,0.21428571428571427,0.3333333333333333,0.0,1.0
0.35,0.2537313432835821,0.21428571428571427,0.3333333333333333,0.0,1.0
0.35,0.21641791044776118,0.07142857142857142,0.2222222222222222,0.0,1.0
