5622,3512,Beograd,160.07973,9134
2185,2875,Novi Sad,76.00000,5060
457,761,Niš,60.05256,1218
135,1031,Subotica,13.09408,1166
94,257,Kragujevac,36.57588,351
126,176,Zrenjanin,71.59091,302
78,82,Kruševac,95.12195,160
27,133,Vrnjačka Banja,20.30075,160
